
uid,i__start_size,i__cons_marry_allow_thr,i__cons_marry_chance,d__incident_rate,c__gen_count,c__min_offspring,c__max_offspring,c__min_gen_grow,c__max_gen_grow,c__death_age,c__min_marry_age,c__max_marry_age,c__gene_healthy_weight,c__gene_trait_weight,c__gene_affect_weight,s__stop_marry_prop,s__cons_marry_prop,s__die_dis_count,s__die_age_count,s__stop_marry_count,s__offspring_count,s__cons_marry_count,s__marry_count,s__end_size,s__end_kid_count,s__end_senior_count,s__end_male_unmarry_count,s__end_female_unmarry_count,s__end_male_marry_count,s__end_female_marry_count
b002_r000_p002,1000,0,0.4,0.012917028276182211,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.18854748603351956,640,11761,0,49547,3105,16468,38146,16846,1,124,0,10654,10521
b002_r000_p003,1000,0,0.6,0.017576820307281228,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.2692716473898093,842,11570,0,47904,4307,15995,36492,15962,0,108,0,10212,10210
b002_r000_p004,1000,0,0.8,0.017022420782659056,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.3333748831411655,823,11679,0,48348,5349,16045,36846,16205,2,228,0,10203,10208
b002_r000_p005,1000,2,0,0.011559051677045778,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00019834710743801652,0.0,529,10923,3,45765,0,15125,35313,15886,0,0,100,9687,9640
b002_r000_p006,1000,2,0.2,0.016517983113021207,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0003892060197197717,0.10508562532433835,761,11326,6,46071,1620,15416,34984,15398,0,0,79,9819,9688
b002_r000_p007,1000,2,0.4,0.014350679994851774,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0002583311805734952,0.19045466287780935,669,11329,4,46618,2949,15484,35620,15805,0,0,176,9894,9745
b002_r000_p008,1000,2,0.6,0.01473331237556324,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0005069387237817629,0.26557252392117103,703,11357,8,47715,4191,15781,36655,16364,0,0,86,10162,10043
b002_r000_p009,1000,2,0.8,0.01475376243710298,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00013693940431359124,0.3280383430332078,648,10545,2,43921,4791,14605,33728,15024,0,39,0,9315,9350
b002_r000_p010,1000,3,0,0.013354802045842015,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0010237743146399728,0.0,705,12431,18,52790,0,17582,40654,17872,0,0,44,11345,11393
b002_r000_p011,1000,3,0.2,0.01750934052572237,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20808442851453604,0.0,792,10930,3135,45233,0,15066,34511,15153,0,147,0,9619,9592
b002_r000_p012,1000,3,0.4,0.013678195212631675,11,0,6,16,19,80,18,60,0.8,0.2,0,0.410443146684988,0.0,596,10671,5974,43573,0,14555,33306,14717,0,0,150,9261,9178
b002_r000_p013,1000,3,0.6,0.013774104683195593,11,0,6,16,19,80,18,60,0.8,0.2,0,0.5909266658074495,0.0,640,11093,9170,46464,0,15518,35731,15743,0,0,45,9989,9954
b002_r000_p014,1000,3,0.8,0.01609273491571483,11,0,6,16,19,80,18,60,0.8,0.2,0,0.7975487394424334,0.0,758,11569,12559,47102,0,15747,35775,15755,0,0,93,9981,9946
b002_r000_p015,1000,4,0,0.01359677076694285,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0025289245748245557,0.0,640,11322,40,47070,0,15817,36108,15775,0,0,20,10160,10153
b002_r000_p016,1000,4,0.2,0.012866333095067906,11,0,6,16,19,80,18,60,0.8,0.2,0,0.21560328490208466,0.0,612,11669,3413,47566,0,15830,36285,15927,3,349,0,9938,10068
b002_r000_p017,1000,4,0.4,0.013352357425784743,11,0,6,16,19,80,18,60,0.8,0.2,0,0.42465315516910684,0.0,627,11346,6642,46958,0,15641,35985,15907,0,0,142,9961,9975
b002_r000_p018,1000,4,0.6,0.012626419953066268,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6007566829994417,0.0,608,11594,9686,48153,0,16123,36951,16219,0,0,79,10351,10302
b002_r000_p019,1000,4,0.8,0.012165450121654502,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8594461969856292,0.0,520,10435,12260,42744,0,14265,32789,14519,0,0,173,9120,8977
b002_r000_p020,4000,0,0,0.013941665544982967,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,2693,46759,0,193162,0,64362,147710,65385,0,0,359,41043,40923
b002_r000_p021,4000,0,0.2,0.014556752409040011,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.10158248839192646,2769,45938,0,190221,6432,63318,145514,64477,3,328,0,40337,40369
b002_r000_p022,4000,0,0.4,0.013686799269054353,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.18829817425030745,2599,46120,0,189891,11943,63426,145172,64385,0,0,55,40426,40306
b002_r000_p023,4000,0,0.6,0.015142598100812801,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.2615895091128469,2856,45595,0,188607,16477,62988,144156,63541,0,224,0,40231,40160
b002_r000_p024,4000,0,0.8,0.014669627758195636,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.326121598430988,2880,47030,0,196324,21284,65264,150414,66835,3,0,71,41567,41938
b002_r000_p025,4000,2,0,0.013051714934636761,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0001883386957545319,0.0,2494,45565,12,191086,0,63715,147027,65105,0,48,0,40874,41000
b002_r000_p026,4000,2,0.2,0.012694045105913676,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00011647060781018619,0.10161228598525815,2279,43667,7,179533,6107,60101,137587,60638,5,379,0,38190,38375
b002_r000_p027,4000,2,0.4,0.013807626759875385,11,0,6,16,19,80,18,60,0.8,0.2,0,9.776445284494558e-05,0.18819657172652024,2544,44546,6,184246,11550,61372,141156,62498,0,453,0,39041,39164
b002_r000_p028,4000,2,0.6,0.01538109668934759,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00017189111479201175,0.2623527205675532,2959,46115,11,192379,16789,63994,147305,65371,1,0,59,40966,40908
b002_r000_p029,4000,2,0.8,0.013502268273696078,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0001769199839163651,0.33029352633695214,2515,44866,11,186265,20536,62175,142884,62856,1,542,0,39701,39784
b002_r000_p030,4000,3,0,0.012861587275424427,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00015471972521776802,0.0,2497,46738,10,194144,0,64633,148909,66290,0,0,90,41367,41162
b002_r000_p031,4000,3,0.2,0.013709401020140724,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20781678095151598,0.0,2720,47447,13729,198404,0,66063,152237,67288,3,262,0,42234,42450
b002_r000_p032,4000,3,0.4,0.012853724396829927,11,0,6,16,19,80,18,60,0.8,0.2,0,0.406356879768482,0.0,2342,43869,24713,182204,0,60816,139993,62017,0,213,0,39001,38762
b002_r000_p033,4000,3,0.6,0.013880090145291778,11,0,6,16,19,80,18,60,0.8,0.2,0,0.5975734951003266,0.0,2673,46108,38418,192578,0,64290,147797,65212,0,0,110,41172,41303
b002_r000_p034,4000,3,0.8,0.01379903007214249,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8239033901915482,0.0,2521,44742,50282,182694,0,61029,139431,61864,5,231,0,38528,38803
b002_r000_p035,4000,4,0,0.013457210631956694,11,0,6,16,19,80,18,60,0.8,0.2,0,0.000518000518000518,0.0,2655,46828,34,197292,0,65637,151809,67301,0,0,62,42276,42170
b002_r000_p036,4000,4,0.2,0.012010590542375174,11,0,6,16,19,80,18,60,0.8,0.2,0,0.199590202104871,0.0,2309,46681,12858,192247,0,64422,147257,64971,0,0,123,41146,41017
b002_r000_p037,4000,4,0.4,0.013370970138166691,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4091188966196663,0.0,2610,46816,26578,195199,0,64964,149773,66570,0,0,90,41756,41357
b002_r000_p038,4000,4,0.6,0.01334587476484816,11,0,6,16,19,80,18,60,0.8,0.2,0,0.606451093951094,0.0,2483,45137,37697,186050,0,62160,142430,63219,0,0,28,39692,39491
b002_r000_p039,4000,4,0.8,0.012733644255107692,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8190955556940722,0.0,2460,45710,52563,193189,0,64172,149019,65864,2,514,0,41230,41409
b002_r000_p040,16000,0,0,0.013011551455513526,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,10364,189032,0,796523,0,265077,613127,271424,0,0,581,170513,170609
b002_r000_p041,16000,0,0.2,0.013679037362087908,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.09868643700957823,10396,184272,0,759995,25078,254118,581327,256901,3,454,0,162043,161926
b002_r000_p042,16000,0,0.4,0.014027908832372461,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.18832845313434715,10689,183621,0,761981,47852,254088,583671,258419,8,662,0,162005,162577
b002_r000_p043,16000,0,0.6,0.013813780227573418,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.2629391288416617,10869,187749,0,786823,68889,261996,604205,267224,0,0,738,168231,168012
b002_r000_p044,16000,0,0.8,0.014525685539328259,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.324577646272788,11417,188456,0,785987,85015,261925,602114,266511,0,207,0,167569,167827
b002_r000_p045,16000,2,0,0.014058727013807195,11,0,6,16,19,80,18,60,0.8,0.2,0,4.255714263606679e-05,0.0,10899,185936,11,775248,0,258476,594413,263233,0,0,134,165363,165683
b002_r000_p046,16000,2,0.2,0.013646596294004977,11,0,6,16,19,80,18,60,0.8,0.2,0,2.713504335792285e-05,0.09978718373137857,10566,185503,7,774259,25742,257969,594190,262863,3,889,0,165183,165252
b002_r000_p047,16000,2,0.4,0.014228147787526327,11,0,6,16,19,80,18,60,0.8,0.2,0,3.1751953737403406e-05,0.18782471333939266,10755,182396,8,755896,47323,251953,578745,255950,7,1272,0,160537,160979
b002_r000_p048,16000,2,0.6,0.013935480191423284,11,0,6,16,19,80,18,60,0.8,0.2,0,1.1646640914649533e-05,0.26158355494302854,10751,185098,3,771484,67380,257585,591635,261330,0,0,230,165152,164923
b002_r000_p049,16000,2,0.8,0.014255988806996139,11,0,6,16,19,80,18,60,0.8,0.2,0,1.9193710604908982e-05,0.32634298393102545,11147,186869,5,781917,85013,260502,599901,265036,0,730,0,167011,167124
b002_r000_p050,16000,3,0,0.013297042645767946,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00010998972165014925,0.0,10528,188296,29,791755,0,263661,608931,269336,0,0,566,169502,169527
b002_r000_p051,16000,3,0.2,0.013463148373251502,11,0,6,16,19,80,18,60,0.8,0.2,0,0.2005314409987667,0.0,10389,184700,51544,771662,0,257037,592573,263028,0,0,171,164789,164585
b002_r000_p052,16000,3,0.4,0.013979939482517868,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4090807998944531,0.0,11153,188222,108523,797786,0,265285,614411,271597,0,0,466,171157,171191
b002_r000_p053,16000,3,0.6,0.013121227232668387,11,0,6,16,19,80,18,60,0.8,0.2,0,0.613212530430389,0.0,10288,187527,160203,784073,0,261252,602258,266001,9,1262,0,167390,167596
b002_r000_p054,16000,3,0.8,0.013374468157238995,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8186061056170113,0.0,10257,185460,209424,766909,0,255830,587192,260333,0,0,657,163587,162615
b002_r000_p055,16000,4,0,0.013462109153694661,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00021575638022438664,0.0,10479,186255,56,778407,0,259552,597673,264328,0,0,496,166705,166144
b002_r000_p056,16000,4,0.2,0.012669973946250758,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20533800896162088,0.0,9940,188434,53754,784532,0,261783,602158,265889,6,1119,0,167316,167828
b002_r000_p057,16000,4,0.4,0.013881705982790479,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4058160787844068,0.0,10683,184799,104132,769574,0,256599,590092,260872,4,817,0,164249,164150
b002_r000_p058,16000,4,0.6,0.013465272837290083,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6089629995817013,0.0,10637,187254,160139,789958,0,262970,608067,269304,0,0,77,169338,169348
b002_r000_p059,16000,4,0.8,0.013616029015817292,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8100396905378378,0.0,10534,185445,208987,773647,0,257996,593668,262867,0,0,254,165428,165119
b002_r001_p060,1000,0,0,0.016480065833640124,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,761,11899,0,46177,0,15496,34517,15046,0,0,378,9629,9464
b002_r001_p061,1000,0,0.2,0.014312123561333413,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.10333473028797222,720,12032,0,50307,1726,16703,38555,17087,0,0,94,10703,10671
b002_r001_p062,1000,0,0.4,0.01435033873725677,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.18709928113464153,663,11197,0,46201,2889,15441,35341,15615,0,36,0,9881,9809
b002_r001_p063,1000,0,0.6,0.017855528433233885,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.25766205587198265,790,10864,0,44244,3800,14748,33590,14872,0,0,84,9317,9317
b002_r001_p064,1000,0,0.8,0.014794496879117082,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.3432952182952183,685,11311,0,46301,5284,15392,35305,15498,0,0,334,9814,9659
b002_r001_p065,1000,2,0,0.012406383027157459,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0006785641582411617,0.0,545,10843,10,43929,0,14737,33541,14842,0,66,0,9375,9258
b002_r001_p066,1000,2,0.2,0.014698479814758884,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0003046736944732192,0.10310157820973737,730,11709,5,49665,1692,16411,38226,17051,0,54,0,10527,10594
b002_r001_p067,1000,2,0.4,0.014966108140757477,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00033559299281830994,0.19115376870930936,669,10851,5,44701,2848,14899,34181,15107,0,127,0,9489,9458
b002_r001_p068,1000,2,0.6,0.016637549262584813,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0003066920198736429,0.27332392811139056,819,12063,5,49226,4456,16303,37344,16578,8,199,0,10210,10349
b002_r001_p069,1000,2,0.8,0.013760409456086255,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00037847725982463886,0.3396833406926134,656,11517,6,47673,5385,15853,36500,16138,0,0,173,10113,10076
b002_r001_p070,1000,3,0,0.015181762168823167,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0008132485583321012,0.0,616,10104,11,40575,0,13526,30855,13753,0,0,151,8544,8407
b002_r001_p071,1000,3,0.2,0.010759077308320777,11,0,6,16,19,80,18,60,0.8,0.2,0,0.2118179500254972,0.0,507,11432,3323,47123,0,15688,36184,16020,0,0,219,9943,10002
b002_r001_p072,1000,3,0.4,0.016565825161694137,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4224290780141844,0.0,794,11235,6671,47930,0,15792,36901,16471,0,80,0,10195,10155
b002_r001_p073,1000,3,0.6,0.012615625595326292,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6315355852715635,0.0,596,11475,9965,47243,0,15779,36172,16018,0,67,0,10002,10085
b002_r001_p074,1000,3,0.8,0.01485414863505579,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8483942722090921,0.0,635,10669,12205,42749,0,14386,32445,14168,6,168,0,9041,9062
b002_r001_p075,1000,4,0,0.012606450747669818,11,0,6,16,19,80,18,60,0.8,0.2,0,0.002607300441235459,0.0,564,11041,39,44739,0,14958,34134,15218,0,0,40,9487,9389
b002_r001_p076,1000,4,0.2,0.013663989119809596,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20741355110373869,0.0,643,11251,3251,47058,0,15674,36164,16025,1,41,0,10066,10031
b002_r001_p077,1000,4,0.4,0.014174808094905792,11,0,6,16,19,80,18,60,0.8,0.2,0,0.42327117327117325,0.0,650,11722,6537,45856,0,15444,34484,14919,0,0,397,9589,9579
b002_r001_p078,1000,4,0.6,0.014794063852939134,11,0,6,16,19,80,18,60,0.8,0.2,0,0.62992453091463,0.0,639,10489,9098,43193,0,14443,33065,14652,0,0,14,9235,9164
b002_r001_p079,1000,4,0.8,0.01274910261170937,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8677475462790408,0.0,618,11891,13969,48474,0,16098,36965,16310,0,0,349,10195,10111
b002_r001_p080,4000,0,0,0.013377719284663622,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,2592,46313,0,193755,0,64597,148850,65843,3,121,0,41512,41371
b002_r001_p081,4000,0,0.2,0.014085243159902788,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.10173833773418836,2695,45516,0,191335,6473,63624,147124,65247,5,113,0,40725,41034
b002_r001_p082,4000,0,0.4,0.014215737363210005,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.1864319248826291,2728,45829,0,191900,11913,63900,147343,64996,1,375,0,40940,41031
b002_r001_p083,4000,0,0.6,0.013853199005626064,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.2642679900744417,2647,45625,0,191075,16827,63674,146803,64698,0,0,380,40889,40836
b002_r001_p084,4000,0,0.8,0.015314150231706002,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.33250829086791234,2842,44609,0,185580,20554,61815,142129,62291,0,0,817,39507,39514
b002_r001_p085,4000,2,0,0.012728679211163463,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0001810637495284798,0.0,2534,47014,12,199078,0,66275,153530,67730,0,264,0,42861,42675
b002_r001_p086,4000,2,0.2,0.013058698188828573,11,0,6,16,19,80,18,60,0.8,0.2,0,6.095795425105534e-05,0.1009616117283104,2574,47107,4,197110,6625,65619,151429,67206,0,92,0,42165,41966
b002_r001_p087,4000,2,0.4,0.01375749737782711,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00012186762129636682,0.18779800441770128,2702,47072,8,196402,12328,65645,150628,66216,0,190,0,42072,42150
b002_r001_p088,4000,2,0.6,0.014967074627192743,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00014812132782541433,0.2675235759780122,2732,44208,9,182534,16255,60761,139594,62031,0,0,245,38886,38432
b002_r001_p089,4000,2,0.8,0.015250119882594101,11,0,6,16,19,80,18,60,0.8,0.2,0,7.885191610156126e-05,0.3270146664563949,2894,46383,5,189769,20736,63410,144492,63953,0,0,102,40353,40084
b002_r001_p090,4000,3,0,0.015023393106723293,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00030907878255494284,0.0,2784,43657,19,185311,0,61473,142870,63200,4,348,0,39583,39735
b002_r001_p091,4000,3,0.2,0.013867873020825209,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20106850253886172,0.0,2667,46471,12909,192315,0,64202,147177,65156,0,0,88,41037,40896
b002_r001_p092,4000,3,0.4,0.013968981697052187,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4161093475513915,0.0,2730,46245,27003,195433,0,64894,150458,66885,1,20,0,41794,41758
b002_r001_p093,4000,3,0.6,0.013248319282894034,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6082145476577697,0.0,2483,45510,38146,187420,0,62718,143427,63160,0,338,0,39950,39979
b002_r001_p094,4000,3,0.8,0.014506775082480447,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8349408404732762,0.0,2669,44483,51161,183983,0,61275,140831,62378,8,340,0,39016,39089
b002_r001_p095,4000,4,0,0.01432716815215868,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0007178862930536698,0.0,2760,46035,46,192641,0,64077,147846,65462,0,0,258,40973,41153
b002_r001_p096,4000,4,0.2,0.012747940305807904,11,0,6,16,19,80,18,60,0.8,0.2,0,0.2001985187447507,0.0,2502,46871,13110,196267,0,65485,150894,66691,0,102,0,41998,42103
b002_r001_p097,4000,4,0.4,0.013420608240577604,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4155241776445531,0.0,2567,45569,26338,191273,0,63385,147137,65332,6,568,0,40526,40705
b002_r001_p098,4000,4,0.6,0.015366443557005456,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6167843928691558,0.0,2732,43289,36674,177790,0,59460,135769,60003,0,0,134,37921,37711
b002_r001_p099,4000,4,0.8,0.013663109068653768,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8309722804866243,0.0,2545,45044,51502,186268,0,61978,142679,63248,0,0,513,39622,39296
b002_r001_p100,16000,0,0,0.013727537203852617,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,10480,182406,0,763429,0,254540,586543,259792,0,0,77,163403,163271
b002_r001_p101,16000,0,0.2,0.014055559935872165,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.09950701644460733,10696,184005,0,760980,25251,253761,582279,257604,1,1139,0,161318,162217
b002_r001_p102,16000,0,0.4,0.013626545337561469,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.18663461759985256,10674,185815,0,783324,48606,260434,602835,267309,0,473,0,167620,167433
b002_r001_p103,16000,0,0.6,0.013446829985465323,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.26190080825477985,10445,186067,0,776763,67820,258953,596251,264345,0,0,45,165649,166212
b002_r001_p104,16000,0,0.8,0.014733266328526128,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.32689768012621984,11346,184766,0,770094,83913,256695,589982,261288,0,0,70,164335,164289
b002_r001_p105,16000,2,0,0.012878905011360272,11,0,6,16,19,80,18,60,0.8,0.2,0,3.9320386440757937e-05,0.0,9829,182634,10,763186,0,254321,586723,260310,1,365,0,162662,163385
b002_r001_p106,16000,2,0.2,0.013471971416529073,11,0,6,16,19,80,18,60,0.8,0.2,0,1.159375483073118e-05,0.09986860411191838,10452,186468,3,775833,25842,258760,594913,262726,4,1130,0,165446,165607
b002_r001_p107,16000,2,0.4,0.015130458057309924,11,0,6,16,19,80,18,60,0.8,0.2,0,1.5460132184130176e-05,0.18540563521818113,11758,185976,4,777108,47970,258730,595374,263601,0,0,289,165886,165598
b002_r001_p108,16000,2,0.6,0.014261388103206587,11,0,6,16,19,80,18,60,0.8,0.2,0,3.538306094928821e-05,0.2651370700466663,10896,184918,9,764021,67440,254359,584207,258996,25,1338,0,161452,162396
b002_r001_p109,16000,2,0.8,0.014991406894763661,11,0,6,16,19,80,18,60,0.8,0.2,0,5.002559001335298e-05,0.3266863433987386,11680,187655,13,779113,84895,259867,595778,263367,0,331,0,165922,166158
b002_r001_p110,16000,3,0,0.013791876775429868,11,0,6,16,19,80,18,60,0.8,0.2,0,5.0632516981367233e-05,0.0,10623,185218,13,770236,0,256752,590395,262052,0,57,0,164476,163810
b002_r001_p111,16000,3,0.2,0.013387651820558311,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20148552922944934,0.0,10391,186549,52137,776163,0,258763,595223,264099,0,136,0,165250,165738
b002_r001_p112,16000,3,0.4,0.013711436182232075,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4058333881559853,0.0,10619,186541,104871,774463,0,258409,593303,262939,0,0,87,165270,165007
b002_r001_p113,16000,3,0.6,0.013571613020016665,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6078399323882573,0.0,10196,182233,152473,751274,0,250844,574845,254806,6,518,0,159235,160280
b002_r001_p114,16000,3,0.8,0.014305766865911703,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8120553035247389,0.0,10691,181522,202810,747321,0,249749,571108,251816,0,0,1316,159234,158742
b002_r001_p115,16000,4,0,0.01381648803095226,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0001641580451121942,0.0,10631,182907,42,769443,0,255851,591905,262748,0,362,0,164467,164328
b002_r001_p116,16000,4,0.2,0.013975550420895128,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20130499854915315,0.0,10984,187875,52725,785944,0,261916,603085,266827,0,0,301,168097,167860
b002_r001_p117,16000,4,0.4,0.013591267646327702,11,0,6,16,19,80,18,60,0.8,0.2,0,0.40848385032080803,0.0,10443,183916,104665,768361,0,256228,590002,261325,0,0,87,163821,164769
b002_r001_p118,16000,4,0.6,0.013832191354679705,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6040915139563593,0.0,10338,179205,150716,747387,0,249492,573844,253714,0,336,0,159872,159922
b002_r001_p119,16000,4,0.8,0.01358750501419304,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8057315071854726,0.0,10636,186860,210138,782778,0,260804,601282,266238,0,0,286,167427,167331
b002_r002_p120,1000,0,0,0.013000931966449207,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,558,10541,0,42920,0,14368,32821,14523,0,0,102,9124,9072
b002_r002_p121,1000,0,0.2,0.013585364754652367,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.09982475060663251,603,10778,0,44386,1481,14836,34005,15043,0,0,68,9489,9405
b002_r002_p122,1000,0,0.4,0.014329580348004094,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.18946593905205714,700,12196,0,48850,3090,16309,36954,16264,0,0,267,10305,10118
b002_r002_p123,1000,0,0.6,0.014366478217492517,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.2613342183869897,648,10971,0,45105,3937,15065,34486,15263,0,63,0,9608,9552
b002_r002_p124,1000,0,0.8,0.013807215939687669,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.33688380853413,641,11090,0,46425,5187,15397,35694,15921,0,0,69,9887,9817
b002_r002_p125,1000,2,0,0.012614974641107194,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0007105025190543857,0.0,587,11002,11,46532,0,15482,35943,15917,0,63,0,9949,10014
b002_r002_p126,1000,2,0.2,0.014869245731575534,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0003249285157265402,0.09734858331167143,688,11149,5,46270,1498,15388,35433,15679,0,0,127,9844,9783
b002_r002_p127,1000,2,0.4,0.013147993311036789,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00012576243476073698,0.19084449474941834,629,11434,2,47840,3035,15903,36777,16220,0,0,185,10221,10151
b002_r002_p128,1000,2,0.6,0.01575002639079489,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00031822810590631366,0.27418533604887985,746,11470,5,47365,4308,15712,36149,16041,0,0,154,10019,9935
b002_r002_p129,1000,2,0.8,0.015609676364825107,11,0,6,16,19,80,18,60,0.8,0.2,0,0.000308413520848754,0.3311127559832223,764,11621,5,48944,5368,16212,37559,16677,0,0,76,10433,10373
b002_r002_p130,1000,3,0,0.014227949921075962,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0010974822466107165,0.0,658,11434,17,46247,0,15490,35155,15487,0,0,116,9686,9866
b002_r002_p131,1000,3,0.2,0.014059048001606749,11,0,6,16,19,80,18,60,0.8,0.2,0,0.22114524306591113,0.0,560,10047,2966,39832,0,13412,30225,13279,0,0,164,8461,8321
b002_r002_p132,1000,3,0.4,0.01407234740568074,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4206927691414565,0.0,652,11382,6522,46332,0,15503,35298,15453,0,0,221,9833,9791
b002_r002_p133,1000,3,0.6,0.015684984095645498,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6189014434067011,0.0,715,11119,9476,45585,0,15311,34751,15037,0,0,211,9774,9729
b002_r002_p134,1000,3,0.8,0.01402322173373915,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8375538793103449,0.0,622,11157,12436,44355,0,14848,33576,14622,0,0,414,9305,9235
b002_r002_p135,1000,4,0,0.013690105787181083,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0021320495185694634,0.0,594,10867,31,43389,0,14540,32928,14473,0,0,240,9169,9046
b002_r002_p136,1000,4,0.2,0.013372129016281806,11,0,6,16,19,80,18,60,0.8,0.2,0,0.2195409429280397,0.0,648,12186,3539,48459,0,16120,36625,16206,23,309,0,9972,10115
